D.O.B.	Dam	Dam Genotype	Sire	Sire Genotype	Wean Date	Ear Tag	Sex	Genotype
03/09/17	T3914	B6/129 F1 KO/+	T3922	B6/129 F1 KO/+	4/3/2017	T00880	M	B6/129 F1 KO/+
03/09/17	T3914	B6/129 F1 KO/+	T3922	B6/129 F1 KO/+	4/3/2017	T00881	M	B6/129 F1 KO/KO
03/09/17	T3914	B6/129 F1 KO/+	T3922	B6/129 F1 KO/+	4/3/2017	T00882	M	B6/129 F1 KO/+
3/14/2017	T2813 T2814	Rex2-cl KO/+	R7813	Rex2-cl KO/+	4/4/2017	T00883	F	KO/KO
3/14/2017	T2813 T2814	Rex2-cl KO/+	R7813	Rex2-cl KO/+	4/4/2017	T00884	F	KO/KO
3/14/2017	T2813 T2814	Rex2-cl KO/+	R7813	Rex2-cl KO/+	4/4/2017	T00885	M	KO/+
03/18/17	T3915	B6/129 F1 KO/+	n/a	129X1/SvJ  	4/10/2017	T00886	F	B6/129 F2 KO/+
03/18/17	T3915	B6/129 F1 KO/+	n/a	129X1/SvJ  	4/10/2017	T00887	F	B6/129 F2 WT
03/18/17	T3915	B6/129 F1 KO/+	n/a	129X1/SvJ  	4/10/2017	T00888	F	B6/129 F2 WT
03/18/17	T3915	B6/129 F1 KO/+	n/a	129X1/SvJ  	4/10/2017	T00889	F	B6/129 F2 WT
03/18/17	T3915	B6/129 F1 KO/+	n/a	129X1/SvJ  	4/10/2017	T00890	M	B6/129 F2 KO/+
03/18/17	T3915	B6/129 F1 KO/+	n/a	129X1/SvJ  	4/10/2017	T00891	M	B6/129 F2 KO/+
03/18/17	T3915	B6/129 F1 KO/+	n/a	129X1/SvJ  	4/10/2017	T00892	M	B6/129 F2 KO/+
03/18/17	T3915	B6/129 F1 KO/+	n/a	129X1/SvJ  	4/10/2017	T00893	M	B6/129 F2 KO/+
3/17/2017	T3912	B6/129 F1 KO/+	T3920	B6/129 F1 KO/+	4/7/2017	T00894	F	B6/129 F1 KO/KO
3/17/2017	T3912	B6/129 F1 KO/+	T3920	B6/129 F1 KO/+	4/7/2017	T00895	F	B6/129 F1 WT
3/17/2017	T3912	B6/129 F1 KO/+	T3920	B6/129 F1 KO/+	4/7/2017	T00896	F	B6/129 F1 KO/+
3/17/2017	T3912	B6/129 F1 KO/+	T3920	B6/129 F1 KO/+	4/7/2017	T00897	F	B6/129 F1 KO/+
3/17/2017	T3912	B6/129 F1 KO/+	T3920	B6/129 F1 KO/+	4/7/2017	T00898	M	B6/129 F1 KO/+
3/17/2017	T3912	B6/129 F1 KO/+	T3920	B6/129 F1 KO/+	4/7/2017	T00899	M	B6/129 F1 KO/+
3/17/2017	T3912	B6/129 F1 KO/+	T3920	B6/129 F1 KO/+	4/7/2017	T00900	M	B6/129 F1 KO/+
3/17/2017	T3912	B6/129 F1 KO/+	T3920	B6/129 F1 KO/+	4/7/2017	T09601	M	B6/129 F1 WT
3/17/2017	T3912	B6/129 F1 KO/+	T3920	B6/129 F1 KO/+	4/7/2017	T09602	M	B6/129 F1 KO/KO
3/17/2017	T3912	B6/129 F1 KO/+	T3920	B6/129 F1 KO/+	4/7/2017	T09603	M	B6/129 F1 KO/+
03/21/17	T2812 T2892	Rex2 KO/KO	T2599	Rex2 KO/+	4/11/2017	T09606	F	KO/+
03/21/17	T2812 T2892	Rex2 KO/KO	T2599	Rex2 KO/+	4/11/2017	T09607	F	KO/KO
03/21/17	T2812 T2892	Rex2 KO/KO	T2599	Rex2 KO/+	4/11/2017	T09608	F	KO/+
03/21/17	T2812 T2892	Rex2 KO/KO	T2599	Rex2 KO/+	4/11/2017	T09609	F	KO/+
03/21/17	T2812 T2892	Rex2 KO/KO	T2599	Rex2 KO/+	4/11/2017	T09610	F	KO/+
3/17/2017	T2379	Rex2 KO/KO	T3908	Rex2 KO/KO (F2)	4/7/2017	T009611	F	
3/17/2017	T2379	Rex2 KO/KO	T3908	Rex2 KO/KO (F2)	4/7/2017	T009612	F	
3/17/2017	T2379	Rex2 KO/KO	T3908	Rex2 KO/KO (F2)	4/7/2017	T009613	F	
3/17/2017	T2379	Rex2 KO/KO	T3908	Rex2 KO/KO (F2)	4/7/2017	T009614	F	
3/17/2017	T2379	Rex2 KO/KO	T3908	Rex2 KO/KO (F2)	4/7/2017	T009615	M	
3/17/2017	T2379	Rex2 KO/KO	T3908	Rex2 KO/KO (F2)	4/7/2017	T009616	M	
3/17/2017	T2379	Rex2 KO/KO	T3908	Rex2 KO/KO (F2)	4/7/2017	T009617	M	
3/17/2017	T2379	Rex2 KO/KO	T3908	Rex2 KO/KO (F2)	4/7/2017	T009618	M	
3/16/2017	T2810 T2750	WT	T2806	Rex2 KO/+	4/7/2017	T09619	F	KO/+
3/16/2017	T2810 T2750	WT	T2806	Rex2 KO/+	4/7/2017	T09620	F	KO/+
3/24/2017	T2815 T2816	WT	T2804	Rex2 KO/+	4/13/2017	T09631	F	KO/+
3/24/2017	T2815 T2816	WT	T2804	Rex2 KO/+	4/13/2017	T09632	M	KO/+
3/24/2017	T2815 T2816	WT	T2804	Rex2 KO/+	4/13/2017	T09633	M	KO/+
04/04/17	T3913	B6/129 F1 KO/+	T3921	B6/129 F1 KO/+	4/25/2017	T09634	F	B6/129 F1 KO/KO
04/04/17	T3913	B6/129 F1 KO/+	T3921	B6/129 F1 KO/+	4/25/2017	T09635	F	B6/129 F1 WT
04/04/17	T3913	B6/129 F1 KO/+	T3921	B6/129 F1 KO/+	4/25/2017	T09636	F	B6/129 F1 KO/KO
04/04/17	T3913	B6/129 F1 KO/+	T3921	B6/129 F1 KO/+	4/25/2017	T09637	M	B6/129 F1 KO/+
04/04/17	T3913	B6/129 F1 KO/+	T3921	B6/129 F1 KO/+	4/25/2017	T09638	M	B6/129 F1 KO/+
04/03/17	T2812 T2892	Rex2 KO/KO	T2599	Rex2 KO/+	4/25/2017	T09639	M	KO/+
04/03/17	T2812 T2892	Rex2 KO/KO	T2599	Rex2 KO/+	4/25/2017	T09640	M	KO/+
04/03/17	T2812 T2892	Rex2 KO/KO	T2599	Rex2 KO/+	4/25/2017	T09641	M	KO/KO
04/03/17	T2812 T2892	Rex2 KO/KO	T2599	Rex2 KO/+	4/25/2017	T09642	M	KO/KO
03/31/17	T3914	B6/129 F1 KO/+	T3922	B6/129 F1 KO/+	4/20/2017	T09643	F	B6/129 F1 KO/+
03/31/17	T3914	B6/129 F1 KO/+	T3922	B6/129 F1 KO/+	4/20/2017	T09644	F	B6/129 F1 KO/KO
03/31/17	T3914	B6/129 F1 KO/+	T3922	B6/129 F1 KO/+	4/20/2017	T09645	F	B6/129 F1 KO/KO
03/31/17	T3914	B6/129 F1 KO/+	T3922	B6/129 F1 KO/+	4/20/2017	T09646	M	B6/129 F1 KO/+
03/31/17	T3914	B6/129 F1 KO/+	T3922	B6/129 F1 KO/+	4/20/2017	T09647	M	B6/129 F1 WT
03/31/17	T3914	B6/129 F1 KO/+	T3922	B6/129 F1 KO/+	4/20/2017	T09648	M	B6/129 F1 KO/+
03/31/17	T3914	B6/129 F1 KO/+	T3922	B6/129 F1 KO/+	4/20/2017	T09649	F	B6/129 F1 KO/KO
03/31/17	T3914	B6/129 F1 KO/+	T3922	B6/129 F1 KO/+	4/20/2017	T09650	F	B6/129 F1 WT
03/31/17	T3914	B6/129 F1 KO/+	T3922	B6/129 F1 KO/+	4/20/2017	T09651	F	B6/129 F1 KO/KO
03/31/17	T3914	B6/129 F1 KO/+	T3922	B6/129 F1 KO/+	4/20/2017	T09652	M	B6/129 F1 KO/KO
03/31/17	T3914	B6/129 F1 KO/+	T3922	B6/129 F1 KO/+	4/20/2017	T09653	M	B6/129 F1 KO/KO
03/31/17	T3914	B6/129 F1 KO/+	T3922	B6/129 F1 KO/+	4/20/2017	T09654	M	B6/129 F1 WT
3/31/2017	T2808 T2811	Rex2-cl KO/+	R7814	Rex2-cl KO/+	4/20/2017	T09655	F	WT
3/31/2017	T2808 T2811	Rex2-cl KO/+	R7814	Rex2-cl KO/+	4/20/2017	T09656	F	WT
3/31/2017	T2808 T2811	Rex2-cl KO/+	R7814	Rex2-cl KO/+	4/20/2017	T09657	M	KO/KO
04/04/17	T3913	B6/129 F1 KO/+	T3921	B6/129 F1 KO/+	4/25/2017	T09672	F	B6/129 F1 KO/+
04/04/17	T3913	B6/129 F1 KO/+	T3921	B6/129 F1 KO/+	4/25/2017	T09673	F	B6/129 F1 KO/KO
04/04/17	T3913	B6/129 F1 KO/+	T3921	B6/129 F1 KO/+	4/25/2017	T09674	F	B6/129 F1 KO/KO
4/5/2017	T2810 T2750	WT	T2806	Rex2 KO/+	4/25/2017	T09675	F	WT
4/5/2017	T2810 T2750	WT	T2806	Rex2 KO/+	4/25/2017	T09676	F	WT
4/5/2017	T2810 T2750	WT	T2806	Rex2 KO/+	4/25/2017	T09677	M	WT
4/5/2017	T2810 T2750	WT	T2806	Rex2 KO/+	4/25/2017	T09678	M	WT
4/5/2017	T2810 T2750	WT	T2806	Rex2 KO/+	4/25/2017	T09679	M	WT
4/5/2017	T2810 T2750	WT	T2806	Rex2 KO/+	4/25/2017	T09680	M	WT
4/5/2017	T2810 T2750	WT	T2806	Rex2 KO/+	4/25/2017	T09681	M	WT
4/5/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	4/25/2017	T09691	M	Rex2 KO/KO (F4)
4/5/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	4/25/2017	T09692	M	Rex2 KO/KO (F4)
4/5/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	4/25/2017	T09693	M	Rex2 KO/KO (F4)
4/5/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	4/25/2017	T09694	M	Rex2 KO/KO (F4)
4/5/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	4/25/2017	T09695	M	Rex2 KO/KO (F4)
4/6/2017	T2828 T2891	Rex2-cl KO/+	T2600	Rex2 KO/KO	4/25/2017	T09696	F	KO/KO
4/6/2017	T2828 T2891	Rex2-cl KO/+	T2600	Rex2 KO/KO	4/25/2017	T09697	F	KO/+
4/6/2017	T2828 T2891	Rex2-cl KO/+	T2600	Rex2 KO/KO	4/25/2017	T09698	F	KO/KO
4/10/2017	T3909	Rex2 KO/KO (F2)	T2946	Rex2 KO/KO (F2)	5/2/2017	T09801	F	Rex2 KO/KO (F3)
4/10/2017	T3909	Rex2 KO/KO (F2)	T2946	Rex2 KO/KO (F2)	5/2/2017	T09802	F	Rex2 KO/KO (F3)
4/10/2017	T3909	Rex2 KO/KO (F2)	T2946	Rex2 KO/KO (F2)	5/2/2017	T09803	M	Rex2 KO/KO (F3)
4/10/2017	T3909	Rex2 KO/KO (F2)	T2946	Rex2 KO/KO (F2)	5/2/2017	T09804	M	Rex2 KO/KO (F3)
4/10/2017	T3909	Rex2 KO/KO (F2)	T2946	Rex2 KO/KO (F2)	5/2/2017	T09805	M	Rex2 KO/KO (F3)
04/17/17	T2812 T2892	Rex2 KO/KO	T2599	Rex2 KO/+	5/8/2017	T09826	M	KO/+
4/16/2017	T2815 T2816	WT	T2804	Rex2 KO/+	5/8/2017	T09827	F	WT
4/16/2017	T2815 T2816	WT	T2804	Rex2 KO/+	5/8/2017	T09828	F	WT
4/5/2017	T2810 T2750	WT	T2806	Rex2 KO/+	5/2/2017	T09829	M	WT
05/03/17	T00297	B6/129 F1 KO/KO	T00622	B6/129 F1 KO/KO	5/24/2017	T09882	M	B6/129 F1 KO/KO (F2)
05/03/17	T00297	B6/129 F1 KO/KO	T00622	B6/129 F1 KO/KO	5/24/2017	T09883	M	B6/129 F1 KO/KO (F2)
05/03/17	T00297	B6/129 F1 KO/KO	T00622	B6/129 F1 KO/KO	5/24/2017	T09884	M	B6/129 F1 KO/KO (F2)
05/01/17	T2812 T2892	Rex2 KO/KO	T2599	Rex2 KO/+	5/24/2017	T09885	F	KO/KO
05/01/17	T2812 T2892	Rex2 KO/KO	T2599	Rex2 KO/+	5/24/2017	T09886	M	KO/+
05/01/17	T2812 T2892	Rex2 KO/KO	T2599	Rex2 KO/+	5/24/2017	T09887	M	KO/KO
05/01/17	T2812 T2892	Rex2 KO/KO	T2599	Rex2 KO/+	5/24/2017	T09888	M	KO/+
05/01/17	T2812 T2892	Rex2 KO/KO	T2599	Rex2 KO/+	5/24/2017	T09889	M	KO/+
5/10/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	n/a	T09918	F	Rex2 KO/KO (F4)
5/10/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	n/a	T09919	F	Rex2 KO/KO (F4)
5/10/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	n/a	T09920	M	Rex2 KO/KO (F4)
5/10/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	n/a	T09921	M	Rex2 KO/KO (F4)
5/10/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	n/a	T09922	M	Rex2 KO/KO (F4)
5/10/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	n/a	T09923	M	Rex2 KO/KO (F4)
5/10/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	n/a	T09924	M	Rex2 KO/KO (F4)
5/10/2017	T2815 T2816	WT	T2804	Rex2 KO/+	5/30/2017	T09925	F	WT
5/10/2017	T2815 T2816	WT	T2804	Rex2 KO/+	5/30/2017	T09928	M	KO/+
05/05/17	T00615	129X1/SvJ  	T00457	B6/129 F2 KO/+	5/30/2017	T09930	F	B6/129 F3 WT
05/05/17	T00615	129X1/SvJ  	T00457	B6/129 F2 KO/+	5/30/2017	T09931	F	B6/129 F3 KO/+
05/05/17	T00615	129X1/SvJ  	T00457	B6/129 F2 KO/+	5/30/2017	T09932	M	B6/129 F3 WT
05/07/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	5/28/2017	T09948	F	B6/129 F2 KO/KO
05/07/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	5/28/2017	T09949	F	B6/129 F2 KO/KO
05/07/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	5/28/2017	T09950	M	B6/129 F2 KO/+
05/07/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	5/28/2017	T09951	M	B6/129 F2 KO/+
05/07/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	5/28/2017	T09952	M	B6/129 F2 WT
05/07/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	5/28/2017	T09953	M	B6/129 F2 KO/+
05/07/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	5/28/2017	T09954	M	B6/129 F2 KO/+
05/07/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	5/29/2017	T09955	F	B6/129 F2 WT
05/07/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	5/29/2017	T09956	F	B6/129 F2 KO/KO
05/07/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	5/29/2017	T09957	F	B6/129 F2 WT
05/07/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	5/29/2017	T09958	F	B6/129 F2 KO/KO
05/07/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	5/29/2017	T09959	F	B6/129 F2 KO/+
05/07/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	5/29/2017	T09960	F	B6/129 F2 KO/+
05/07/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	5/29/2017	T09961	M	B6/129 F2 KO/KO
05/07/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	5/29/2017	T09962	M	B6/129 F2 KO/KO
05/07/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	5/29/2017	T09963	M	B6/129 F2 WT
05/23/17	T00297	B6/129 F1 KO/KO	T00622	B6/129 F1 KO/KO	6/12/2017	T09976	F	B6/129 F1 KO/KO (F2)
05/23/17	T00297	B6/129 F1 KO/KO	T00622	B6/129 F1 KO/KO	6/12/2017	T09977	F	B6/129 F1 KO/KO (F2)
05/23/17	T00297	B6/129 F1 KO/KO	T00622	B6/129 F1 KO/KO	6/12/2017	T09978	M	B6/129 F1 KO/KO (F2)
05/23/17	T00297	B6/129 F1 KO/KO	T00622	B6/129 F1 KO/KO	6/12/2017	T09979	M	B6/129 F1 KO/KO (F2)
05/23/17	T00297	B6/129 F1 KO/KO	T00622	B6/129 F1 KO/KO	6/12/2017	T09980	M	B6/129 F1 KO/KO (F2)
5/26/2017	T2815 T2816	WT	T2804	Rex2 KO/+	6/12/2017	T09984	F	WT
5/26/2017	T2815 T2816	WT	T2804	Rex2 KO/+	6/12/2017	T09985	F	WT
5/26/2017	T2815 T2816	WT	T2804	Rex2 KO/+	6/12/2017	T09986	M	KO/+
6/5/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	6/26/2017	T09998	F	Rex2 KO/KO (F4)
6/5/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	6/26/2017	T09999	F	Rex2 KO/KO (F4)
6/5/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	6/26/2017	T10000	M	Rex2 KO/KO (F4)
6/5/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	6/26/2017	BA27001	M	Rex2 KO/KO (F4)
6/5/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	6/26/2017	BA27002	M	Rex2 KO/KO (F4)
6/5/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	6/26/2017	BA27003	M	Rex2 KO/KO (F4)
6/5/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	6/26/2017	BA27004	M	Rex2 KO/KO (F4)
06/02/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	6/21/2017	BA27005	F	B6/129 F2 WT
06/02/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	6/21/2017	BA27006	F	B6/129 F2 KO/KO
06/02/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	6/21/2017	BA27007	F	B6/129 F2 KO/KO
06/02/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	6/21/2017	BA27008	F	B6/129 F2 WT
06/02/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	6/21/2017	BA27009	F	B6/129 F2 KO/+
06/02/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	6/21/2017	BA27010	M	B6/129 F2 KO/+
06/02/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	6/21/2017	BA27011	M	B6/129 F2 KO/+
06/02/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	6/21/2017	BA27012	M	B6/129 F2 KO/+
06/02/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	6/21/2017	BA27013	M	B6/129 F2 KO/+
06/02/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	6/21/2017	BA27014	M	B6/129 F2 WT
06/02/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	6/21/2017	BA27015	M	B6/129 F2 KO/+
06/02/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	6/21/2017	BA27016	M	B6/129 F2 KO/KO
05/30/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	6/21/2017	BA27017	F	B6/129 F2 KO/+
05/30/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	6/21/2017	BA27018	F	B6/129 F2 KO/+
05/30/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	6/21/2017	BA27019	F	B6/129 F2 WT
05/30/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	6/21/2017	BA27020	F	B6/129 F2 KO/KO
05/30/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	6/21/2017	BA27021	M	B6/129 F2 WT
05/30/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	6/21/2017	BA27022	M	B6/129 F2 KO/KO
05/30/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	6/21/2017	BA27023	M	B6/129 F2 KO/+
05/30/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	6/21/2017	BA27024	M	B6/129 F2 KO/+
6/1/2017	T2815 T2816	WT	T2804	Rex2 KO/+	6/21/2017	BA27030	F	?
6/1/2017	T2815 T2816	WT	T2804	Rex2 KO/+	6/21/2017	BA27031	F	KO/+
6/1/2017	T2815 T2816	WT	T2804	Rex2 KO/+	6/21/2017	BA27032	F	WT
6/1/2017	T2815 T2816	WT	T2804	Rex2 KO/+	6/21/2017	BA27033	M	KO/+
6/1/2017	T2815 T2816	WT	T2804	Rex2 KO/+	6/21/2017	BA27034	M	WT
6/1/2017	T2815 T2816	WT	T2804	Rex2 KO/+	6/21/2017	BA27035	M	KO/+
06/26/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	7/17/2017	BA27043	F	B6/129 F2 WT
06/26/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	7/17/2017	BA27044	F	B6/129 F2 KO/+
06/26/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	7/17/2017	BA27045	F	B6/129 F2 WT
06/26/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	7/17/2017	BA27046	M	B6/129 F2 KO/+
06/26/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	7/17/2017	BA27047	M	B6/129 F2 KO/+
06/26/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	7/17/2017	BA27048	M	B6/129 F2 KO/KO
06/26/17	T00403	B6/129 F2 KO/+	T00579	B6/129 F2 KO/+	7/17/2017	BA27049	M	B6/129 F2 KO/KO
07/04/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	7/25/2017	BA27083	F	B6/129 F2 KO/+
07/04/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	7/25/2017	BA27084	M	B6/129 F2 KO/+
07/04/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	7/25/2017	BA27085	M	B6/129 F2 KO/KO
07/04/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	7/25/2017	BA27086	M	B6/129 F2 KO/+
07/04/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	7/25/2017	BA27087	M	B6/129 F2 KO/+
07/04/17	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	7/25/2017	BA27088	M	B6/129 F2 WT
7/4/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	7/25/2017	BA27089	F	Rex2 KO/KO (F4)
7/4/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	7/25/2017	BA27090	M	Rex2 KO/KO (F4)
7/16/2017	T2812 T2892	Rex2 KO/KO	T2599	Rex2 KO/+	8/7/2017	BA27212	F	KO/+
7/16/2017	T2812 T2892	Rex2 KO/KO	T2599	Rex2 KO/+	8/7/2017	BA27213	F	KO/KO
7/16/2017	T2812 T2892	Rex2 KO/KO	T2599	Rex2 KO/+	8/7/2017	BA27214	M	KO/+
7/16/2017	T2812 T2892	Rex2 KO/KO	T2599	Rex2 KO/+	8/7/2017	BA27215	M	KO/KO
7/24/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	8/14/2017	BA27219	F	Rex2 KO/KO (F4)
7/24/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	8/14/2017	BA27220	F	Rex2 KO/KO (F4)
7/24/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	8/14/2017	BA27221	F	Rex2 KO/KO (F4)
7/24/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	8/14/2017	BA27222	M	Rex2 KO/KO (F4)
7/24/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	8/14/2017	BA27223	M	Rex2 KO/KO (F4)
7/24/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	8/14/2017	BA27224	M	Rex2 KO/KO (F4)
7/24/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	8/14/2017	BA27225	M	Rex2 KO/KO (F4)
7/24/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	8/14/2017	BA27226	M	Rex2 KO/KO (F4)
7/15/2017	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	8/7/2017	BA27216	M	B6/129 F2 KO/+
7/15/2017	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	8/7/2017	BA27217	M	B6/129 F2 KO/+
7/15/2017	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	8/7/2017	BA27245	F	B6/129 F2 KO/+
7/15/2017	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	8/7/2017	BA27246	F	B6/129 F2 KO/KO
8/5/2017	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	9/6/2017	BA27227	F	B6/129 F2 KO/+
8/5/2017	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	9/6/2017	BA27228	F	B6/129 F2 KO/+
8/5/2017	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	9/6/2017	BA27229	F	B6/129 F2 KO/+
8/5/2017	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	9/6/2017	BA27230	F	B6/129 F2 KO/KO
8/5/2017	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	9/6/2017	BA27231	M	B6/129 F2 WT
8/5/2017	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	9/6/2017	BA27232	M	B6/129 F2 KO/+
8/5/2017	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	9/6/2017	BA27245	F	
8/5/2017	T00577 T00578	B6/129 F2 KO/+	T00582	B6/129 F2 KO/+	9/6/2017	BA27246	F	
7/14/2017	T2815 T2816	WT	T2804	Rex2 KO/+	8/14/2017	BA27248	F	WT
7/14/2017	T2815 T2816	WT	T2804	Rex2 KO/+	8/14/2017	BA27249	M	KO/+
7/14/2017	T2815 T2816	WT	T2804	Rex2 KO/+	8/14/2017	BA27250	M	KO/+
7/14/2017	T2815 T2816	WT	T2804	Rex2 KO/+	8/14/2017	BA27251	M	KO/+
9/8/2017	T2812 T2892	Rex2 KO/KO	T2599	Rex2 KO/+	9/8/2017	BA27271	M	KO/+
09/11/17	T00297	B6/129 F1 KO/KO	T00622	B6/129 F1 KO/KO	9/15/2017	BA27273	F	B6/129 F1 KO/KO (F2)
